Vehicle_ID,Vehicle_Type,Route_ID,Date,Start_Location,End_Location,Distance_km,Average_Speed_kmh,Travel_Time_hrs,Number_of_Stops,Road_Type,Traffic_Level,Payload_kg,Idle_Time_min,Driving_Efficiency_Score,Estimated_Fuel_L
VH-0054,Tanker,RT-LEE-SHE-838,2023-04-27,Leeds,Sheffield,54.3,36.8,1.48,0,Urban,Low,16060.0,17.9,0.6454,20.35
VH-0228,Tanker,RT-NEW-BOS-433,2022-08-14,New York,Boston,390.9,67.2,5.82,2,Highway,Moderate,18450.0,68.9,0.4812,168.28
VH-0117,Refrigerated Truck,RT-LIV-MAN-155,2024-09-19,Liverpool,Manchester,47.6,52.9,0.9,2,Urban,Moderate,9030.0,50.1,0.5166,10.03
VH-0456,Van,RT-NEW-PHI-747,2023-02-02,New York,Philadelphia,165.0,80.9,2.04,0,Highway,High,1340.0,14.7,0.7814,5.16
VH-0184,Van,RT-LON-LUT-569,2024-08-11,London,Luton,51.7,61.0,0.85,2,Mixed,Low,1340.0,46.0,0.558,1.62
VH-0215,Medium Truck,RT-COV-LEI-691,2022-12-15,Coventry,Leicester,30.6,38.1,0.8,3,Urban,High,10740.0,101.4,0.2475,7.67
VH-0497,Medium Truck,RT-CHI-IND-957,2024-08-27,Chicago,Indianapolis,283.5,83.6,3.39,2,Highway,Moderate,6950.0,60.3,0.5662,45.97
VH-0237,Heavy Truck,RT-LON-LUT-705,2023-04-01,London,Luton,52.6,54.4,0.97,1,Mixed,Moderate,16950.0,34.0,0.6215,20.8
VH-0485,Medium Truck,RT-LON-COV-134,2024-10-29,London,Coventry,139.9,76.5,1.83,1,Highway,Moderate,11600.0,38.5,0.6691,37.87
VH-0218,Van,RT-SEA-POR-671,2022-06-20,Seattle,Portland,276.1,69.6,3.97,8,Highway,High,2240.0,229.7,0.231,14.43
VH-0386,Flatbed,RT-LON-BIR-116,2022-07-05,London,Birmingham,158.3,76.4,2.07,3,Highway,Moderate,12060.0,49.1,0.5746,44.55
VH-0246,Heavy Truck,RT-COL-CIN-574,2024-07-20,Columbus,Cincinnati,179.7,69.9,2.57,4,Highway,Moderate,10390.0,114.0,0.2747,43.57
VH-0396,Medium Truck,RT-NEW-LEE-981,2022-01-03,Newcastle,Leeds,121.4,61.6,1.97,1,Mixed,Low,11340.0,43.5,0.6035,32.12
VH-0322,Refrigerated Truck,RT-LON-BRI-906,2023-03-01,London,Bristol,187.1,54.7,3.42,2,Highway,Moderate,18540.0,46.5,0.537,80.94
VH-0351,Van,RT-BRI-CAR-152,2024-01-16,Bristol,Cardiff,46.6,83.2,0.56,0,Highway,Low,3280.0,17.9,0.775,3.57
VH-0057,Heavy Truck,RT-YOR-LEE-674,2022-05-18,York,Leeds,36.6,71.3,0.51,1,Highway,Moderate,18940.0,23.6,0.7156,16.17
VH-0364,Van,RT-SHE-HUL-871,2023-03-06,Sheffield,Hull,82.0,68.4,1.2,2,Mixed,Low,2840.0,55.6,0.5402,5.43
VH-0382,Medium Truck,RT-MAN-LIV-453,2024-02-03,Manchester,Liverpool,60.8,49.1,1.24,2,Urban,High,5490.0,61.9,0.456,7.79
VH-0232,Van,RT-PHO-TUC-562,2023-08-22,Phoenix,Tucson,209.3,79.2,2.64,2,Highway,High,3060.0,63.1,0.5414,14.94
VH-0318,Medium Truck,RT-ABE-INV-395,2023-01-02,Aberdeen,Inverness,150.7,58.1,2.59,1,Highway,Low,8520.0,30.2,0.6485,29.96
VH-0491,Medium Truck,RT-LON-BRI-742,2024-12-02,London,Bristol,183.4,84.5,2.17,2,Highway,Low,12870.0,57.1,0.5822,55.08
VH-0012,Tanker,RT-SOU-POR-398,2022-02-13,Southampton,Portsmouth,31.0,46.7,0.66,0,Urban,Moderate,21300.0,16.8,0.6701,15.41
VH-0097,Medium Truck,RT-LON-BRI-771,2023-12-04,London,Bristol,173.0,87.4,1.98,0,Highway,High,8020.0,18.0,0.7872,32.37
VH-0331,Flatbed,RT-EXE-PLY-908,2022-09-28,Exeter,Plymouth,60.5,68.3,0.89,2,Rural,Moderate,15790.0,52.7,0.552,22.29
VH-0157,Refrigerated Truck,RT-COV-LEI-391,2023-12-25,Coventry,Leicester,27.6,42.6,0.65,1,Urban,Moderate,8660.0,48.7,0.5249,5.58
VH-0234,Heavy Truck,RT-COV-LEI-265,2022-11-11,Coventry,Leicester,27.5,70.7,0.39,1,Highway,Low,12810.0,26.7,0.7008,8.22
VH-0122,Tanker,RT-GLA-EDI-781,2022-03-13,Glasgow,Edinburgh,62.9,65.2,0.96,1,Highway,Low,17770.0,21.7,0.7052,26.08
VH-0163,Tanker,RT-EDI-DUN-514,2022-02-21,Edinburgh,Dundee,100.5,53.7,1.87,1,Highway,Moderate,16820.0,42.9,0.5823,39.44
VH-0477,Medium Truck,RT-PHO-TUC-439,2024-11-05,Phoenix,Tucson,207.4,62.0,3.35,2,Mixed,High,9920.0,59.1,0.5064,48.01
VH-0332,Medium Truck,RT-SOU-POR-918,2022-10-29,Southampton,Portsmouth,31.3,50.9,0.61,0,Urban,Low,10160.0,29.5,0.6298,7.42
VH-0290,Medium Truck,RT-DAL-HOU-415,2022-08-28,Dallas,Houston,354.3,78.5,4.51,4,Highway,Low,11100.0,70.6,0.4813,91.76
VH-0013,Van,RT-CHI-DET-697,2023-02-04,Chicago,Detroit,506.7,58.2,8.71,7,Highway,Low,2520.0,111.7,0.2342,29.79
VH-0270,Medium Truck,RT-MAN-LIV-624,2022-06-28,Manchester,Liverpool,50.1,63.5,0.79,0,Rural,Low,11090.0,26.2,0.6813,12.96
VH-0202,Medium Truck,RT-LON-CAM-251,2024-03-25,London,Cambridge,93.9,87.7,1.07,0,Highway,Moderate,11000.0,6.4,0.8364,24.1
VH-0367,Heavy Truck,RT-NEW-PHI-320,2022-06-29,New York,Philadelphia,133.4,65.8,2.03,2,Highway,Moderate,25640.0,39.5,0.5995,79.81
VH-0373,Refrigerated Truck,RT-DAL-HOU-846,2024-05-18,Dallas,Houston,402.4,57.2,7.03,4,Mixed,High,21590.0,97.4,0.3058,202.72
VH-0459,Heavy Truck,RT-LOS-SAN-443,2024-12-11,Los Angeles,San Francisco,645.8,69.7,9.27,9,Highway,Moderate,17590.0,95.4,0.3316,265.06
VH-0034,Van,RT-NEW-BOS-827,2024-08-04,New York,Boston,397.1,89.3,4.45,6,Highway,Low,1440.0,125.0,0.2965,13.34
VH-0291,Medium Truck,RT-NEW-LEE-954,2023-09-11,Newcastle,Leeds,110.1,88.7,1.24,1,Highway,High,12410.0,35.4,0.7186,31.88
VH-0300,Medium Truck,RT-NOR-CAM-755,2023-09-07,Norwich,Cambridge,81.4,72.1,1.13,2,Rural,Moderate,6390.0,48.4,0.5813,12.14
VH-0428,Van,RT-MIN-MIL-129,2023-05-17,Minneapolis,Milwaukee,580.6,86.5,6.71,6,Highway,Moderate,2230.0,154.5,0.2881,30.21
VH-0062,Tanker,RT-LON-LUT-989,2024-06-12,London,Luton,55.5,49.6,1.12,2,Mixed,Congested,22210.0,83.1,0.3692,28.76
VH-0133,Van,RT-MIN-MIL-965,2022-02-05,Minneapolis,Milwaukee,559.0,89.3,6.26,8,Highway,Congested,2830.0,347.4,0.2901,36.91
VH-0133,Van,RT-COV-LEI-379,2022-04-19,Coventry,Leicester,29.3,90.8,0.32,0,Highway,Low,1890.0,22.3,0.7795,1.29
VH-0185,Van,RT-LOS-SAN-626,2022-06-07,Los Angeles,San Francisco,657.1,84.7,7.76,6,Highway,Congested,2600.0,112.9,0.3123,39.86
VH-0100,Refrigerated Truck,RT-MIN-MIL-377,2023-09-09,Minneapolis,Milwaukee,491.6,68.5,7.18,6,Highway,Low,20210.0,143.4,0.2341,231.82
VH-0351,Van,RT-RIC-BAL-388,2024-11-27,Richmond,Baltimore,206.7,79.8,2.59,3,Highway,Low,1030.0,79.2,0.4594,4.97
VH-0191,Van,RT-PHO-TUC-914,2023-01-21,Phoenix,Tucson,162.2,68.3,2.37,2,Highway,High,2260.0,40.6,0.6024,8.55
VH-0460,Tanker,RT-CHI-IND-527,2022-08-22,Chicago,Indianapolis,325.7,71.9,4.53,8,Highway,High,23270.0,208.0,0.2379,176.84
VH-0236,Medium Truck,RT-LON-BRI-936,2022-10-12,London,Bristol,159.9,68.4,2.34,3,Highway,Low,11220.0,38.6,0.5944,41.86
VH-0227,Flatbed,RT-LOS-LAS-327,2022-08-31,Los Angeles,Las Vegas,455.2,68.7,6.63,5,Highway,Congested,20660.0,116.4,0.2544,219.44
VH-0066,Medium Truck,RT-RIC-BAL-179,2022-08-17,Richmond,Baltimore,203.4,76.7,2.65,1,Highway,Low,5710.0,18.4,0.7534,27.1
VH-0010,Heavy Truck,RT-DEN-SAL-221,2024-08-18,Denver,Salt Lake City,790.8,76.7,10.31,2,Highway,Low,19490.0,38.6,0.6359,359.63
VH-0466,Van,RT-BRI-BAT-701,2023-02-25,Bristol,Bath,20.2,46.4,0.44,0,Urban,Low,1310.0,7.4,0.7084,0.62
VH-0462,Van,RT-LON-CAM-460,2023-12-14,London,Cambridge,99.2,75.8,1.31,3,Highway,Moderate,3350.0,54.8,0.5491,7.75
VH-0083,Refrigerated Truck,RT-MIA-ORL-322,2024-12-19,Miami,Orlando,333.6,34.7,9.61,3,Urban,Moderate,18690.0,53.0,0.4492,145.48
VH-0367,Heavy Truck,RT-LON-CAM-616,2023-03-15,London,Cambridge,92.6,50.9,1.82,0,Urban,High,11580.0,29.3,0.6306,25.02
VH-0436,Van,RT-DEN-SAL-488,2023-12-28,Denver,Salt Lake City,668.3,81.7,8.18,11,Highway,Moderate,1450.0,199.2,0.2633,22.61
VH-0218,Van,RT-SHE-HUL-239,2024-11-30,Sheffield,Hull,81.1,67.4,1.2,0,Mixed,Moderate,2160.0,12.9,0.7484,4.09
VH-0254,Heavy Truck,RT-ABE-INV-803,2023-10-01,Aberdeen,Inverness,163.8,79.9,2.05,5,Highway,Low,17310.0,96.6,0.3705,66.16
VH-0500,Tanker,RT-DAL-HOU-795,2024-09-01,Dallas,Houston,331.1,71.9,4.61,4,Highway,Moderate,27850.0,114.7,0.2778,215.16
VH-0189,Medium Truck,RT-LEI-NOT-222,2022-06-24,Leicester,Nottingham,24.0,94.2,0.25,1,Highway,Moderate,9700.0,34.3,0.7397,5.43
VH-0074,Medium Truck,RT-CHI-DET-472,2022-05-13,Chicago,Detroit,395.4,70.2,5.63,4,Highway,Moderate,13800.0,67.0,0.4714,127.32
VH-0500,Tanker,RT-LON-CAM-385,2024-10-19,London,Cambridge,107.4,65.0,1.65,1,Highway,Moderate,27570.0,32.9,0.6579,69.09
VH-0392,Van,RT-NEW-BOS-596,2024-04-08,New York,Boston,326.0,77.2,4.22,8,Highway,High,1890.0,270.7,0.2538,14.38
VH-0262,Medium Truck,RT-LON-LUT-130,2022-10-03,London,Luton,53.0,47.8,1.11,1,Mixed,Moderate,7080.0,27.3,0.6296,8.76
VH-0051,Van,RT-LEE-SHE-410,2022-11-09,Leeds,Sheffield,52.0,70.9,0.73,0,Mixed,Moderate,2700.0,14.6,0.7519,3.28
VH-0319,Flatbed,RT-HOU-NEW-400,2023-02-18,Houston,New Orleans,606.9,66.4,9.14,10,Highway,Low,21480.0,232.0,0.2174,304.18
VH-0339,Van,RT-PHO-TUC-540,2022-03-06,Phoenix,Tucson,160.7,92.1,1.74,2,Highway,Low,2370.0,54.2,0.6171,8.89
VH-0451,Tanker,RT-GLA-EDI-823,2023-09-13,Glasgow,Edinburgh,76.5,57.5,1.33,0,Highway,Low,15490.0,16.5,0.7038,27.65
VH-0085,Tanker,RT-PHO-TUC-775,2024-10-01,Phoenix,Tucson,206.3,54.0,3.82,3,Highway,Low,23530.0,67.9,0.4291,113.27
VH-0284,Heavy Truck,RT-LOU-LEX-606,2023-06-24,Louisville,Lexington,101.3,73.2,1.38,1,Highway,Moderate,10890.0,26.5,0.7092,25.74
VH-0303,Van,RT-YOR-LEE-231,2022-04-03,York,Leeds,31.8,86.2,0.37,1,Highway,Moderate,1070.0,37.6,0.7019,0.79
VH-0429,Medium Truck,RT-ABE-INV-538,2022-07-19,Aberdeen,Inverness,155.3,60.5,2.57,1,Rural,Moderate,8070.0,35.7,0.6328,29.24
VH-0177,Van,RT-EDI-DUN-804,2022-06-23,Edinburgh,Dundee,94.2,79.0,1.19,0,Highway,Low,1780.0,10.9,0.7916,3.91
VH-0034,Van,RT-NOR-CAM-681,2024-05-15,Norwich,Cambridge,62.5,87.8,0.71,2,Rural,Low,2640.0,40.2,0.6626,3.85
VH-0264,Van,RT-LOS-SAN-430,2024-03-10,Los Angeles,San Francisco,669.8,91.8,7.3,7,Highway,Moderate,1940.0,155.6,0.3004,30.32
VH-0294,Flatbed,RT-LIV-MAN-270,2023-11-27,Liverpool,Manchester,51.9,68.4,0.76,3,Highway,Moderate,21790.0,51.9,0.539,26.39
VH-0315,Medium Truck,RT-NOR-CAM-394,2023-03-15,Norwich,Cambridge,62.9,67.1,0.94,1,Rural,Moderate,12080.0,42.6,0.6238,17.73
VH-0136,Flatbed,RT-LEE-SHE-706,2022-07-14,Leeds,Sheffield,60.4,68.8,0.88,1,Highway,Moderate,24280.0,42.3,0.6302,34.22
VH-0173,Heavy Truck,RT-LON-LUT-616,2023-09-11,London,Luton,55.6,62.8,0.89,1,Mixed,High,22730.0,32.8,0.6517,29.49
VH-0412,Van,RT-NOR-CAM-787,2024-07-17,Norwich,Cambridge,76.8,71.4,1.08,1,Rural,Moderate,2560.0,26.5,0.7038,4.59
VH-0391,Van,RT-CHI-IND-776,2023-03-13,Chicago,Indianapolis,346.0,78.0,4.44,4,Highway,Low,2440.0,106.4,0.3307,19.7
VH-0493,Refrigerated Truck,RT-ATL-CHA-634,2022-05-03,Atlanta,Charlotte,492.2,63.4,7.76,6,Highway,Moderate,20700.0,156.8,0.2188,237.73
VH-0103,Van,RT-ABE-INV-426,2024-04-20,Aberdeen,Inverness,146.4,69.3,2.11,1,Rural,Low,3110.0,44.8,0.6212,10.62
VH-0441,Tanker,RT-LON-BRI-515,2023-04-29,London,Bristol,206.1,67.1,3.07,5,Highway,High,17410.0,99.9,0.3184,83.72
VH-0123,Flatbed,RT-GLA-EDI-532,2024-06-12,Glasgow,Edinburgh,75.2,82.9,0.91,2,Highway,Low,16250.0,55.9,0.5824,28.51
VH-0332,Medium Truck,RT-MAN-LEE-759,2022-12-27,Manchester,Leeds,70.1,79.3,0.88,1,Highway,Low,7500.0,33.2,0.6996,12.27
VH-0437,Flatbed,RT-MAN-LEE-987,2023-09-03,Manchester,Leeds,59.0,51.6,1.14,2,Mixed,High,13340.0,52.4,0.5031,18.36
VH-0033,Flatbed,RT-LOS-SAN-223,2024-10-21,Los Angeles,San Francisco,563.7,69.6,8.1,5,Highway,Moderate,12010.0,137.5,0.2421,157.97
VH-0268,Flatbed,RT-COL-CIN-437,2023-10-04,Columbus,Cincinnati,162.8,66.7,2.44,2,Rural,Moderate,21140.0,39.1,0.6038,80.3
VH-0427,Refrigerated Truck,RT-NEW-BOS-550,2023-07-17,New York,Boston,381.2,44.3,8.6,1,Urban,Congested,11000.0,29.9,0.6083,97.84
VH-0210,Medium Truck,RT-BRI-BAT-586,2024-05-17,Bristol,Bath,19.4,66.2,0.29,2,Highway,Moderate,7850.0,57.5,0.5257,3.55
VH-0350,Heavy Truck,RT-BIR-WOL-961,2022-03-13,Birmingham,Wolverhampton,23.9,56.6,0.42,0,Urban,Moderate,10340.0,25.5,0.6636,5.77
VH-0379,Medium Truck,RT-COL-CIN-754,2023-09-26,Columbus,Cincinnati,190.5,79.5,2.4,2,Highway,Moderate,9970.0,53.8,0.581,44.32
VH-0491,Medium Truck,RT-RIC-BAL-108,2024-03-06,Richmond,Baltimore,166.7,62.7,2.66,4,Highway,High,12720.0,83.1,0.3818,49.48
VH-0466,Van,RT-CHI-DET-549,2022-11-25,Chicago,Detroit,439.9,73.0,6.03,2,Rural,Low,1740.0,71.8,0.4865,17.86
VH-0324,Refrigerated Truck,RT-EXE-PLY-582,2024-10-03,Exeter,Plymouth,57.8,48.3,1.2,1,Mixed,High,18910.0,24.7,0.642,25.5
VH-0378,Refrigerated Truck,RT-LOS-SAN-618,2023-06-19,Los Angeles,San Francisco,526.3,70.4,7.48,6,Rural,Moderate,19540.0,162.9,0.2398,239.96
VH-0034,Van,RT-EDI-DUN-756,2022-04-17,Edinburgh,Dundee,85.2,79.3,1.07,0,Highway,Moderate,2740.0,13.2,0.7829,5.45
VH-0329,Tanker,RT-LEI-NOT-689,2023-10-05,Leicester,Nottingham,29.4,63.6,0.46,2,Highway,High,24420.0,43.9,0.5746,16.75
VH-0043,Medium Truck,RT-GLA-EDI-911,2024-04-20,Glasgow,Edinburgh,82.3,73.6,1.12,0,Highway,Moderate,11870.0,25.8,0.7133,22.79
VH-0481,Van,RT-EXE-PLY-918,2023-11-02,Exeter,Plymouth,59.7,69.6,0.86,1,Rural,High,2480.0,23.7,0.71,3.45
VH-0145,Medium Truck,RT-LON-CAM-121,2023-04-05,London,Cambridge,109.0,71.3,1.53,1,Highway,Moderate,12510.0,29.1,0.6926,31.82
VH-0486,Medium Truck,RT-BIR-MAN-150,2022-12-12,Birmingham,Manchester,113.2,51.7,2.19,0,Urban,High,11310.0,10.0,0.7134,29.87
VH-0206,Tanker,RT-HOU-NEW-114,2022-08-29,Houston,New Orleans,612.4,72.9,8.4,8,Highway,Low,29210.0,90.3,0.3647,417.39
VH-0368,Flatbed,RT-SEA-POR-295,2023-02-21,Seattle,Portland,287.1,67.5,4.25,4,Highway,High,10010.0,109.8,0.285,67.06
VH-0485,Medium Truck,RT-LON-LUT-844,2023-08-03,London,Luton,48.4,56.5,0.86,1,Mixed,Moderate,10400.0,36.6,0.617,11.75
VH-0347,Van,RT-LON-CAM-354,2024-07-12,London,Cambridge,95.6,72.4,1.32,1,Highway,Moderate,1650.0,22.7,0.7226,3.68
VH-0190,Van,RT-NEW-BOS-803,2024-03-25,New York,Boston,353.8,81.2,4.36,4,Highway,Moderate,1810.0,41.0,0.6128,14.94
VH-0109,Heavy Truck,RT-YOR-LEE-462,2024-08-22,York,Leeds,30.6,55.5,0.55,2,Rural,Low,24900.0,41.2,0.5615,17.78
VH-0311,Medium Truck,RT-COL-CIN-235,2024-01-30,Columbus,Cincinnati,177.8,85.3,2.08,3,Highway,Low,13800.0,64.3,0.538,57.25
VH-0496,Tanker,RT-CHI-IND-235,2024-08-16,Chicago,Indianapolis,284.1,67.0,4.24,4,Highway,Low,20090.0,60.9,0.4873,133.18
VH-0046,Heavy Truck,RT-EXE-PLY-865,2023-07-30,Exeter,Plymouth,54.9,63.3,0.87,0,Mixed,Low,12050.0,6.1,0.7645,15.44
VH-0185,Van,RT-NEW-PHI-546,2023-10-04,New York,Philadelphia,158.9,74.6,2.13,2,Highway,High,1660.0,75.6,0.4755,6.15
VH-0458,Heavy Truck,RT-COV-LEI-154,2024-06-20,Coventry,Leicester,28.1,78.1,0.36,1,Highway,Congested,23650.0,48.6,0.6318,15.51
VH-0097,Medium Truck,RT-LON-COV-606,2022-08-26,London,Coventry,174.6,90.9,1.92,1,Highway,Low,9200.0,25.1,0.7681,37.48
VH-0021,Medium Truck,RT-DAL-HOU-226,2022-10-31,Dallas,Houston,427.9,82.0,5.22,7,Highway,Moderate,12610.0,131.1,0.271,125.9
VH-0179,Van,RT-BRI-CAR-697,2023-03-11,Bristol,Cardiff,45.5,83.5,0.54,0,Highway,Low,3060.0,23.7,0.7518,3.25
VH-0498,Refrigerated Truck,RT-LON-BIR-436,2022-07-13,London,Birmingham,153.5,82.4,1.86,2,Highway,Moderate,18760.0,37.1,0.6593,67.19
VH-0014,Heavy Truck,RT-SOU-POR-257,2023-10-25,Southampton,Portsmouth,28.0,53.0,0.53,0,Urban,Moderate,25220.0,19.8,0.6765,16.48
VH-0015,Van,RT-BRI-CAR-437,2022-01-12,Bristol,Cardiff,50.3,76.3,0.66,1,Highway,Moderate,1670.0,36.9,0.6752,1.96
VH-0497,Medium Truck,RT-MAN-LEE-316,2022-09-22,Manchester,Leeds,58.1,68.1,0.85,2,Highway,Congested,11610.0,74.7,0.4597,15.74
VH-0442,Flatbed,RT-LEE-SHE-194,2024-02-21,Leeds,Sheffield,62.1,64.4,0.96,2,Rural,Low,24180.0,24.7,0.657,35.04
VH-0205,Heavy Truck,RT-BRI-BAT-497,2022-11-30,Bristol,Bath,21.5,51.5,0.42,2,Urban,Congested,23640.0,93.5,0.3316,11.86
VH-0400,Refrigerated Truck,RT-CHI-DET-853,2024-06-04,Chicago,Detroit,508.0,66.1,7.69,6,Highway,High,14870.0,168.6,0.2269,176.26
VH-0413,Heavy Truck,RT-NOR-CAM-497,2024-07-01,Norwich,Cambridge,77.6,48.9,1.59,0,Urban,Moderate,13200.0,14.2,0.6875,23.9
VH-0244,Medium Truck,RT-LON-LUT-745,2024-06-08,London,Luton,48.7,63.4,0.77,0,Mixed,Moderate,10520.0,25.3,0.6848,11.95
VH-0219,Flatbed,RT-BRI-CAR-607,2022-11-14,Bristol,Cardiff,54.2,75.4,0.72,3,Highway,Low,19670.0,58.2,0.5337,24.88
VH-0270,Medium Truck,RT-MIN-MIL-252,2023-09-08,Minneapolis,Milwaukee,471.3,84.0,5.61,7,Highway,Low,12210.0,118.7,0.2824,134.27
VH-0066,Medium Truck,RT-LOU-LEX-625,2022-04-03,Louisville,Lexington,94.2,53.1,1.77,0,Urban,Moderate,5690.0,6.2,0.7335,12.51
VH-0056,Van,RT-MIA-ORL-699,2023-06-06,Miami,Orlando,346.6,82.9,4.18,7,Highway,Low,1630.0,153.9,0.2737,13.18
VH-0042,Medium Truck,RT-MIA-ORL-185,2022-04-03,Miami,Orlando,331.0,75.6,4.38,2,Highway,Moderate,12590.0,56.4,0.5585,97.24
VH-0214,Van,RT-NOR-CAM-992,2023-12-01,Norwich,Cambridge,68.0,74.0,0.92,0,Rural,Moderate,3020.0,16.2,0.7545,4.79
VH-0415,Van,RT-LEI-NOT-647,2024-06-07,Leicester,Nottingham,29.9,83.7,0.36,2,Highway,Low,2680.0,60.9,0.564,1.87
VH-0010,Heavy Truck,RT-LON-BIR-410,2024-09-23,London,Birmingham,172.3,73.1,2.36,2,Highway,Low,16480.0,54.8,0.5576,66.26
VH-0317,Heavy Truck,RT-HOU-NEW-238,2022-09-14,Houston,New Orleans,563.8,74.6,7.56,7,Highway,Moderate,14840.0,153.0,0.2488,195.23
VH-0008,Medium Truck,RT-LON-CAM-765,2022-10-25,London,Cambridge,105.4,81.1,1.3,0,Highway,Low,6880.0,26.5,0.7329,16.92
VH-0124,Medium Truck,RT-NEW-PHI-270,2022-08-27,New York,Philadelphia,164.5,46.7,3.52,2,Urban,Low,8800.0,50.9,0.4947,33.78
VH-0463,Heavy Truck,RT-LON-COV-401,2023-02-17,London,Coventry,173.5,56.4,3.08,2,Mixed,Congested,19360.0,87.4,0.3717,78.38
VH-0292,Medium Truck,RT-CHI-DET-854,2024-10-12,Chicago,Detroit,502.0,88.5,5.67,9,Highway,Low,13820.0,191.3,0.2855,161.88
VH-0297,Medium Truck,RT-LOS-LAS-337,2024-09-26,Los Angeles,Las Vegas,469.3,74.0,6.34,6,Rural,Low,11520.0,106.6,0.3064,126.15
VH-0366,Van,RT-LEE-SHE-584,2024-05-04,Leeds,Sheffield,62.6,90.7,0.69,2,Highway,Moderate,3230.0,33.3,0.7,4.72
VH-0060,Van,RT-PHO-TUC-580,2023-01-29,Phoenix,Tucson,171.1,80.8,2.12,2,Highway,Moderate,1400.0,47.1,0.6128,5.59
VH-0177,Van,RT-DAL-HOU-234,2024-08-17,Dallas,Houston,329.3,84.5,3.9,5,Highway,Low,2510.0,130.7,0.2868,19.29
VH-0453,Van,RT-SOU-POR-918,2024-08-25,Southampton,Portsmouth,31.4,65.7,0.48,1,Mixed,Congested,2840.0,63.9,0.5308,2.08
VH-0498,Refrigerated Truck,RT-COV-LEI-260,2023-02-13,Coventry,Leicester,36.6,75.1,0.49,0,Highway,Low,9810.0,21.7,0.7349,8.38
VH-0311,Medium Truck,RT-PHO-TUC-118,2022-04-07,Phoenix,Tucson,161.3,82.5,1.96,3,Highway,Moderate,6880.0,87.3,0.4338,25.89
VH-0184,Van,RT-BRI-BAT-445,2022-05-11,Bristol,Bath,20.8,62.4,0.33,1,Urban,Low,1080.0,49.4,0.5814,0.52
VH-0221,Van,RT-GLA-EDI-887,2023-12-29,Glasgow,Edinburgh,72.1,89.0,0.81,1,Highway,Low,1850.0,23.3,0.7699,3.11
VH-0024,Heavy Truck,RT-CHI-IND-548,2022-04-14,Chicago,Indianapolis,314.8,66.0,4.77,4,Highway,Low,20710.0,96.8,0.3347,152.12
VH-0410,Van,RT-ATL-CHA-943,2022-07-28,Atlanta,Charlotte,391.8,70.4,5.57,0,Highway,Congested,3150.0,20.2,0.727,28.8
VH-0288,Refrigerated Truck,RT-MAN-LEE-825,2023-08-22,Manchester,Leeds,76.5,65.2,1.17,2,Highway,Low,13060.0,30.1,0.6368,23.31
VH-0227,Flatbed,RT-MIA-ORL-968,2022-09-09,Miami,Orlando,337.6,75.1,4.5,4,Highway,High,21930.0,73.6,0.4586,172.75
VH-0104,Medium Truck,RT-DAL-HOU-372,2022-06-24,Dallas,Houston,371.5,72.8,5.1,3,Highway,Low,9550.0,78.8,0.4401,82.78
VH-0191,Van,RT-LOS-SAN-241,2023-04-13,Los Angeles,San Francisco,705.1,92.3,7.64,8,Highway,Moderate,2050.0,108.5,0.347,33.73
VH-0411,Tanker,RT-NEW-PHI-130,2024-01-11,New York,Philadelphia,177.7,62.1,2.86,3,Highway,Moderate,26920.0,73.7,0.4292,111.62
VH-0227,Flatbed,RT-LON-COV-502,2022-05-06,London,Coventry,157.8,76.1,2.07,1,Highway,Low,10790.0,42.9,0.6496,39.73
VH-0389,Heavy Truck,RT-MAN-LEE-402,2024-11-30,Manchester,Leeds,66.0,67.9,0.97,0,Highway,Moderate,20110.0,6.4,0.777,30.97
VH-0215,Medium Truck,RT-CHI-DET-725,2024-12-16,Chicago,Detroit,499.6,72.6,6.88,0,Rural,Moderate,12440.0,13.6,0.7611,145.02
VH-0472,Refrigerated Truck,RT-LON-COV-814,2024-06-24,London,Coventry,147.0,51.7,2.84,1,Mixed,Moderate,16650.0,43.7,0.573,57.11
VH-0177,Van,RT-NAS-MEM-632,2022-09-16,Nashville,Memphis,302.0,83.9,3.6,5,Highway,Low,1840.0,71.6,0.4867,12.97
VH-0277,Flatbed,RT-SOU-POR-128,2022-02-17,Southampton,Portsmouth,30.4,41.7,0.73,0,Urban,Moderate,18810.0,13.5,0.6688,13.34
VH-0456,Van,RT-KAN-ST -849,2022-08-15,Kansas City,St Louis,503.3,80.8,6.23,4,Highway,Low,3470.0,107.8,0.3332,40.75
VH-0031,Flatbed,RT-ABE-INV-405,2024-07-08,Aberdeen,Inverness,166.5,63.0,2.64,0,Rural,Moderate,24000.0,23.9,0.6894,93.24
VH-0294,Flatbed,RT-LON-BIR-964,2024-12-28,London,Birmingham,142.0,75.3,1.89,0,Highway,Congested,17620.0,29.7,0.7021,58.38
VH-0305,Heavy Truck,RT-MAN-LIV-632,2024-02-13,Manchester,Liverpool,63.7,52.9,1.2,0,Urban,Low,20760.0,22.9,0.6633,30.86
VH-0378,Refrigerated Truck,RT-BIR-WOL-828,2022-10-28,Birmingham,Wolverhampton,23.3,45.3,0.51,0,Urban,Moderate,14360.0,24.5,0.6338,7.81
VH-0218,Van,RT-LOS-SAN-793,2024-01-27,Los Angeles,San Francisco,616.2,80.0,7.7,11,Highway,Low,2120.0,271.1,0.2582,30.48
VH-0270,Medium Truck,RT-CHI-DET-550,2024-05-17,Chicago,Detroit,482.2,71.2,6.77,6,Highway,Moderate,9490.0,99.9,0.3259,106.78
