Manufacturer,Vehicle_Model,Vehicle_Class,Engine_Size_L,Engine_Cylinders,Transmission_Type,Fuel_Type_Code,Fuel_Type,Fuel_Consumption_City_L100km,Fuel_Consumption_Hwy_L100km,Fuel_Consumption_Combined_L100km,CO2_Emissions_g_per_km,Estimated_Annual_CO2_kg,Fuel_Cost_Per_100km_CAD,Estimated_Annual_Fuel_Cost_CAD,EV_CO2_Saving_g_per_km,EV_Annual_CO2_Saving_kg,Is_Diesel,Emission_Category
Subaru,IMPREZA WAGON AWD,Station Wagon - Small,2.0,4,M5,X,Regular Gasoline,9.5,7.0,8.4,193,3860.0,12.18,2436.0,163,3260.0,0,Medium
Subaru,LEGACY AWD,Mid-Size,2.5,4,AV6,X,Regular Gasoline,9.0,6.5,7.9,182,3640.0,11.46,2292.0,152,3040.0,0,Medium
Subaru,LEGACY AWD,Mid-Size,2.5,4,M6,X,Regular Gasoline,10.7,7.8,9.4,216,4320.0,13.63,2726.0,186,3720.0,0,Medium
Subaru,LEGACY AWD,Mid-Size,3.6,6,AV6,X,Regular Gasoline,11.9,8.2,10.2,235,4700.0,14.79,2958.0,205,4100.0,0,Medium
Subaru,OUTBACK AWD,Suv - Small,2.5,4,AV6,X,Regular Gasoline,9.3,7.1,8.3,191,3820.0,12.04,2408.0,161,3220.0,0,Medium
Subaru,OUTBACK AWD,Suv - Small,2.5,4,M6,X,Regular Gasoline,11.0,8.2,9.7,223,4460.0,14.06,2812.0,193,3860.0,0,Medium
Subaru,OUTBACK AWD,Suv - Small,3.6,6,AV6,X,Regular Gasoline,12.0,8.6,10.5,242,4840.0,15.22,3044.0,212,4240.0,0,Medium
Subaru,WRX,Compact,2.0,4,AV8,Z,Premium Gasoline,12.4,9.4,11.1,255,5100.0,16.1,3220.0,225,4500.0,0,High
Subaru,WRX,Compact,2.0,4,M6,Z,Premium Gasoline,11.1,8.3,9.8,225,4500.0,14.21,2842.0,195,3900.0,0,Medium
Subaru,WRX,Compact,2.5,4,M6,Z,Premium Gasoline,13.8,10.2,12.2,281,5620.0,17.69,3538.0,251,5020.0,0,High
Subaru,XV CROSSTREK AWD,Suv - Small,2.0,4,AV6,X,Regular Gasoline,9.1,7.0,8.1,186,3720.0,11.74,2348.0,156,3120.0,0,Medium
Subaru,XV CROSSTREK AWD,Suv - Small,2.0,4,M5,X,Regular Gasoline,10.2,7.7,9.1,209,4180.0,13.19,2638.0,179,3580.0,0,Medium
Subaru,XV CROSSTREK HYBRID AWD,Suv - Small,2.0,4,AV6,X,Regular Gasoline,7.9,6.9,7.5,173,3460.0,10.88,2176.0,143,2860.0,0,Medium
Toyota,4RUNNER 4WD,Suv - Standard,4.0,6,AS5,X,Regular Gasoline,14.2,11.1,12.8,294,5880.0,18.56,3712.0,264,5280.0,0,High
Toyota,4RUNNER 4WD (Part-Time 4WD),Suv - Standard,4.0,6,AS5,X,Regular Gasoline,14.2,11.1,12.8,294,5880.0,18.56,3712.0,264,5280.0,0,High
Toyota,AVALON,Mid-Size,3.5,6,AS6,X,Regular Gasoline,11.3,7.5,9.6,221,4420.0,13.92,2784.0,191,3820.0,0,Medium
Toyota,CAMRY,Mid-Size,2.5,4,AS6,X,Regular Gasoline,9.7,6.9,8.4,193,3860.0,12.18,2436.0,163,3260.0,0,Medium
Toyota,CAMRY,Mid-Size,3.5,6,AS6,X,Regular Gasoline,11.0,7.7,9.5,218,4360.0,13.78,2756.0,188,3760.0,0,Medium
Toyota,CAMRY HYBRID LE,Mid-Size,2.5,4,AV,X,Regular Gasoline,5.5,6.0,5.7,131,2620.0,8.26,1652.0,101,2020.0,0,Low
Toyota,CAMRY HYBRID XLE/SE,Mid-Size,2.5,4,AV,X,Regular Gasoline,5.7,6.1,5.9,136,2720.0,8.56,1712.0,106,2120.0,0,Low
Toyota,COROLLA,Mid-Size,1.8,4,A4,X,Regular Gasoline,8.6,6.5,7.6,175,3500.0,11.02,2204.0,145,2900.0,0,Medium
Toyota,COROLLA,Mid-Size,1.8,4,AV7,X,Regular Gasoline,7.9,6.1,7.1,163,3260.0,10.3,2060.0,133,2660.0,0,Medium
Toyota,COROLLA,Mid-Size,1.8,4,AV,X,Regular Gasoline,8.2,6.2,7.3,168,3360.0,10.58,2116.0,138,2760.0,0,Medium
Toyota,COROLLA,Mid-Size,1.8,4,M6,X,Regular Gasoline,8.3,6.2,7.4,170,3400.0,10.73,2146.0,140,2800.0,0,Medium
Toyota,COROLLA LE ECO (2-mode),Mid-Size,1.8,4,AV,X,Regular Gasoline,7.7,6.0,6.9,159,3180.0,10.01,2002.0,129,2580.0,0,Medium
Toyota,HIGHLANDER,Suv - Small,2.7,4,AS6,X,Regular Gasoline,11.7,9.5,10.7,246,4920.0,15.51,3102.0,216,4320.0,0,Medium
Toyota,HIGHLANDER,Suv - Small,3.5,6,AS6,X,Regular Gasoline,12.5,9.3,11.1,255,5100.0,16.1,3220.0,225,4500.0,0,High
Toyota,HIGHLANDER AWD,Suv - Standard,3.5,6,AS6,X,Regular Gasoline,13.0,9.8,11.6,267,5340.0,16.82,3364.0,237,4740.0,0,High
Toyota,HIGHLANDER HYBRID AWD,Suv - Standard,3.5,6,AV6,X,Regular Gasoline,8.6,8.5,8.5,196,3920.0,12.32,2464.0,166,3320.0,0,Medium
Toyota,HIGHLANDER HYBRID AWD LE,Suv - Standard,3.5,6,AV6,X,Regular Gasoline,8.4,8.3,8.4,193,3860.0,12.18,2436.0,163,3260.0,0,Medium
Toyota,PRIUS,Mid-Size,1.8,4,AV,X,Regular Gasoline,4.6,4.9,4.7,108,2160.0,6.82,1364.0,78,1560.0,0,Low
Toyota,PRIUS c,Compact,1.5,4,AV,X,Regular Gasoline,4.5,5.1,4.8,110,2200.0,6.96,1392.0,80,1600.0,0,Low
Toyota,PRIUS v,Station Wagon - Mid-Size,1.8,4,AV,X,Regular Gasoline,5.4,5.8,5.6,129,2580.0,8.12,1624.0,99,1980.0,0,Low
Toyota,RAV4 AWD,Suv - Small,2.5,4,AS6,X,Regular Gasoline,10.5,8.2,9.5,218,4360.0,13.78,2756.0,188,3760.0,0,Medium
Toyota,RAV4 LE/XLE,Suv - Small,2.5,4,AS6,X,Regular Gasoline,10.0,7.6,8.9,205,4100.0,12.9,2580.0,175,3500.0,0,Medium
Toyota,RAV4 LIMITED AWD,Suv - Small,2.5,4,AS6,X,Regular Gasoline,10.7,8.3,9.6,221,4420.0,13.92,2784.0,191,3820.0,0,Medium
Toyota,SEQUOIA 4WD,Suv - Standard,5.7,8,AS6,X,Regular Gasoline,18.8,14.0,16.6,382,7640.0,24.07,4814.0,352,7040.0,0,Very High
Toyota,SIENNA,Minivan,3.5,6,AS6,X,Regular Gasoline,13.0,9.5,11.4,262,5240.0,16.53,3306.0,232,4640.0,0,High
Toyota,SIENNA AWD,Minivan,3.5,6,AS6,X,Regular Gasoline,14.4,10.2,12.5,288,5760.0,18.12,3624.0,258,5160.0,0,High
Toyota,TACOMA,Pickup Truck - Small,2.7,4,A4,X,Regular Gasoline,12.2,9.9,11.2,258,5160.0,16.24,3248.0,228,4560.0,0,High
Toyota,TACOMA,Pickup Truck - Small,2.7,4,M5,X,Regular Gasoline,11.3,9.5,10.5,242,4840.0,15.22,3044.0,212,4240.0,0,Medium
Toyota,TACOMA 4WD,Pickup Truck - Small,2.7,4,A4,X,Regular Gasoline,13.1,11.3,12.3,283,5660.0,17.84,3568.0,253,5060.0,0,High
Toyota,TACOMA 4WD,Pickup Truck - Small,2.7,4,M5,X,Regular Gasoline,12.9,11.5,12.3,283,5660.0,17.84,3568.0,253,5060.0,0,High
Toyota,TACOMA 4WD,Pickup Truck - Small,4.0,6,A5,X,Regular Gasoline,14.8,11.6,13.4,308,6160.0,19.43,3886.0,278,5560.0,0,High
Toyota,TUNDRA,Pickup Truck - Standard,5.7,8,AS6,X,Regular Gasoline,17.2,12.8,15.2,350,7000.0,22.04,4408.0,320,6400.0,0,Very High
Toyota,TUNDRA 4WD,Pickup Truck - Standard,5.7,8,AS6,X,Regular Gasoline,18.5,14.2,16.6,382,7640.0,24.07,4814.0,352,7040.0,0,Very High
Toyota,VENZA,Suv - Small,2.7,4,AS6,X,Regular Gasoline,11.6,9.0,10.4,239,4780.0,15.08,3016.0,209,4180.0,0,Medium
Toyota,VENZA,Suv - Small,3.5,6,AS6,X,Regular Gasoline,12.5,9.0,10.9,251,5020.0,15.8,3160.0,221,4420.0,0,High
Toyota,VENZA 4WD,Suv - Small,2.7,4,AS6,X,Regular Gasoline,11.6,9.2,10.5,242,4840.0,15.22,3044.0,212,4240.0,0,Medium
Toyota,VENZA 4WD,Suv - Small,3.5,6,AS6,X,Regular Gasoline,12.8,9.3,11.3,260,5200.0,16.39,3278.0,230,4600.0,0,High
Toyota,YARIS,Compact,1.5,4,A4,X,Regular Gasoline,7.8,6.6,7.3,168,3360.0,10.58,2116.0,138,2760.0,0,Medium
Toyota,YARIS,Compact,1.5,4,M5,X,Regular Gasoline,7.7,6.3,7.1,163,3260.0,10.3,2060.0,133,2660.0,0,Medium
Volkswagen,BEETLE,Compact,1.8,4,AS6,X,Regular Gasoline,9.6,7.2,8.5,196,3920.0,12.32,2464.0,166,3320.0,0,Medium
Volkswagen,BEETLE,Compact,2.0,4,AM6,Z,Premium Gasoline,10.0,7.9,9.1,209,4180.0,13.19,2638.0,179,3580.0,0,Medium
Volkswagen,BEETLE,Compact,2.0,4,M6,Z,Premium Gasoline,10.4,7.7,9.2,212,4240.0,13.34,2668.0,182,3640.0,0,Medium
Volkswagen,BEETLE TDI (modified),Compact,2.0,4,AM6,D,Diesel,7.6,5.7,6.9,183,3660.0,11.04,2208.0,153,3060.0,1,Medium
Volkswagen,BEETLE TDI (modified),Compact,2.0,4,M6,D,Diesel,7.6,5.7,6.9,184,3680.0,11.04,2208.0,154,3080.0,1,Medium
Volkswagen,BEETLE CONVERTIBLE,Subcompact,1.8,4,AS6,X,Regular Gasoline,9.8,7.3,8.7,200,4000.0,12.61,2522.0,170,3400.0,0,Medium
Volkswagen,BEETLE CONVERTIBLE,Subcompact,2.0,4,AM6,Z,Premium Gasoline,10.3,8.2,9.4,216,4320.0,13.63,2726.0,186,3720.0,0,Medium
Volkswagen,BEETLE CONVERTIBLE,Subcompact,2.0,4,M6,Z,Premium Gasoline,10.4,7.7,9.2,212,4240.0,13.34,2668.0,182,3640.0,0,Medium
Volkswagen,CC,Compact,2.0,4,AM6,Z,Premium Gasoline,10.7,7.7,9.3,214,4280.0,13.49,2698.0,184,3680.0,0,Medium
Volkswagen,CC,Compact,2.0,4,M6,Z,Premium Gasoline,11.4,7.4,9.6,221,4420.0,13.92,2784.0,191,3820.0,0,Medium
Volkswagen,CC 4MOTION,Compact,3.6,6,AS6,Z,Premium Gasoline,13.9,9.3,11.8,271,5420.0,17.11,3422.0,241,4820.0,0,High
Volkswagen,EOS,Subcompact,2.0,4,AM6,Z,Premium Gasoline,10.8,7.8,9.5,219,4380.0,13.78,2756.0,189,3780.0,0,Medium
Volkswagen,GOLF,Compact,1.8,4,AS6,X,Regular Gasoline,9.3,6.5,8.1,186,3720.0,11.74,2348.0,156,3120.0,0,Medium
Volkswagen,GOLF,Compact,1.8,4,M5,X,Regular Gasoline,9.3,6.4,8.0,184,3680.0,11.6,2320.0,154,3080.0,0,Medium
Volkswagen,GOLF TDI (modified),Compact,2.0,4,AM6,D,Diesel,7.6,5.5,6.5,177,3540.0,10.4,2080.0,147,2940.0,1,Medium
Volkswagen,GOLF TDI (modified),Compact,2.0,4,M6,D,Diesel,7.8,5.2,6.5,178,3560.0,10.4,2080.0,148,2960.0,1,Medium
Volkswagen,GOLF GTI,Compact,2.0,4,AM6,Z,Premium Gasoline,9.5,7.2,8.5,196,3920.0,12.32,2464.0,166,3320.0,0,Medium
Volkswagen,GOLF GTI,Compact,2.0,4,M6,Z,Premium Gasoline,9.4,6.9,8.3,191,3820.0,12.04,2408.0,161,3220.0,0,Medium
Volkswagen,GOLF SPORTWAGON,Station Wagon - Small,1.8,4,AS6,X,Regular Gasoline,9.4,6.8,8.2,193,3860.0,11.89,2378.0,163,3260.0,0,Medium
Volkswagen,GOLF SPORTWAGON,Station Wagon - Small,1.8,4,M5,X,Regular Gasoline,9.5,6.6,8.2,189,3780.0,11.89,2378.0,159,3180.0,0,Medium
Volkswagen,GOLF SPORTWAGON TDI (modified),Station Wagon - Small,2.0,4,AM6,D,Diesel,7.6,5.6,6.7,180,3600.0,10.72,2144.0,150,3000.0,1,Medium
Volkswagen,GOLF SPORTWAGON TDI (modified),Station Wagon - Small,2.0,4,M6,D,Diesel,7.6,5.5,6.7,179,3580.0,10.72,2144.0,149,2980.0,1,Medium
Volkswagen,JETTA,Compact,1.8,4,AS6,X,Regular Gasoline,9.3,6.3,7.9,182,3640.0,11.46,2292.0,152,3040.0,0,Medium
Volkswagen,JETTA,Compact,1.8,4,M5,X,Regular Gasoline,9.3,6.3,8.0,184,3680.0,11.6,2320.0,154,3080.0,0,Medium
Volkswagen,JETTA,Compact,2.0,4,AS6,X,Regular Gasoline,10.4,7.0,8.9,205,4100.0,12.9,2580.0,175,3500.0,0,Medium
Volkswagen,JETTA,Compact,2.0,4,M5,X,Regular Gasoline,9.5,6.9,8.4,193,3860.0,12.18,2436.0,163,3260.0,0,Medium
Volkswagen,JETTA TDI (modified),Compact,2.0,4,AM6,D,Diesel,7.6,5.2,6.5,175,3500.0,10.4,2080.0,145,2900.0,1,Medium
Volkswagen,JETTA TDI (modified),Compact,2.0,4,M6,D,Diesel,7.6,5.1,6.5,176,3520.0,10.4,2080.0,146,2920.0,1,Medium
Volkswagen,JETTA GLI,Compact,2.0,4,AM6,Z,Premium Gasoline,10.0,7.3,8.8,202,4040.0,12.76,2552.0,172,3440.0,0,Medium
Volkswagen,JETTA GLI,Compact,2.0,4,M6,Z,Premium Gasoline,10.3,7.2,8.9,205,4100.0,12.9,2580.0,175,3500.0,0,Medium
Volkswagen,JETTA HYBRID,Compact,1.4,4,AM7,Z,Premium Gasoline,5.6,4.9,5.3,122,2440.0,7.68,1536.0,92,1840.0,0,Low
Volkswagen,PASSAT,Mid-Size,1.8,4,AS6,X,Regular Gasoline,9.7,6.6,8.3,191,3820.0,12.04,2408.0,161,3220.0,0,Medium
Volkswagen,PASSAT,Mid-Size,1.8,4,M5,X,Regular Gasoline,9.8,6.7,8.4,193,3860.0,12.18,2436.0,163,3260.0,0,Medium
Volkswagen,PASSAT TDI (modified),Mid-Size,2.0,4,AM6,D,Diesel,7.8,5.6,6.9,185,3700.0,11.04,2208.0,155,3100.0,1,Medium
Volkswagen,PASSAT TDI (modified),Mid-Size,2.0,4,M6,D,Diesel,7.8,5.3,6.7,182,3640.0,10.72,2144.0,152,3040.0,1,Medium
Volkswagen,PASSAT,Mid-Size,3.6,6,AM6,Z,Premium Gasoline,11.9,8.5,10.4,239,4780.0,15.08,3016.0,209,4180.0,0,Medium
Volkswagen,TIGUAN,Suv - Small,2.0,4,AS6,Z,Premium Gasoline,11.5,9.3,10.5,242,4840.0,15.22,3044.0,212,4240.0,0,Medium
Volkswagen,TIGUAN,Suv - Small,2.0,4,M6,Z,Premium Gasoline,13.0,9.0,11.2,258,5160.0,16.24,3248.0,228,4560.0,0,High
Volkswagen,TIGUAN 4MOTION,Suv - Small,2.0,4,AS6,Z,Premium Gasoline,11.7,9.4,10.7,246,4920.0,15.51,3102.0,216,4320.0,0,Medium
Volkswagen,TOUAREG,Suv - Standard,3.6,6,AS8,Z,Premium Gasoline,14.1,10.4,12.4,292,5840.0,17.98,3596.0,262,5240.0,0,High
Volvo,S60 POLESTAR AWD,Compact,3.0,6,AS6,X,Regular Gasoline,12.8,8.9,11.0,253,5060.0,15.95,3190.0,223,4460.0,0,High
Volvo,S60 T5 ,Compact,2.0,4,AS8,X,Regular Gasoline,9.8,6.6,8.4,193,3860.0,12.18,2436.0,163,3260.0,0,Medium
Volvo,S60 T5 AWD,Compact,2.5,5,AS6,X,Regular Gasoline,11.6,8.2,10.1,232,4640.0,14.64,2928.0,202,4040.0,0,Medium
Volvo,S60 T6   ,Compact,2.0,4,AS8,Z,Premium Gasoline,10.1,7.3,8.9,205,4100.0,12.9,2580.0,175,3500.0,0,Medium
Volvo,S60 T6 AWD,Compact,3.0,6,AS6,X,Regular Gasoline,12.9,9.0,11.2,258,5160.0,16.24,3248.0,228,4560.0,0,High
Volvo,S80 T5,Mid-Size,2.0,4,AS8,X,Regular Gasoline,9.8,6.6,8.4,193,3860.0,12.18,2436.0,163,3260.0,0,Medium
Volvo,S80 T6 AWD,Mid-Size,3.0,6,AS6,X,Regular Gasoline,12.9,9.0,11.2,258,5160.0,16.24,3248.0,228,4560.0,0,High
Volvo,V60 CC,Suv - Small,2.0,4,AS8,X,Regular Gasoline,9.8,7.6,8.8,202,4040.0,12.76,2552.0,172,3440.0,0,Medium
Volvo,V60 CC AWD,Suv - Small,2.5,5,AS6,X,Regular Gasoline,11.8,8.5,10.3,237,4740.0,14.94,2988.0,207,4140.0,0,Medium
Volvo,V60 POLESTAR AWD,Station Wagon - Small,3.0,6,AS6,X,Regular Gasoline,12.8,8.9,11.0,253,5060.0,15.95,3190.0,223,4460.0,0,High
Volvo,V60 T5,Station Wagon - Small,2.0,4,AS8,X,Regular Gasoline,9.8,6.6,8.4,193,3860.0,12.18,2436.0,163,3260.0,0,Medium
Volvo,V60 T5 AWD,Station Wagon - Small,2.5,5,AS6,X,Regular Gasoline,11.6,8.2,10.1,232,4640.0,14.64,2928.0,202,4040.0,0,Medium
Volvo,V60 T6 AWD,Station Wagon - Small,3.0,6,AS6,X,Regular Gasoline,12.9,9.0,11.2,258,5160.0,16.24,3248.0,228,4560.0,0,High
Volvo,XC60 3.2 AWD,Suv - Small,3.2,6,AS6,X,Regular Gasoline,13.1,9.5,11.5,264,5280.0,16.68,3336.0,234,4680.0,0,High
Volvo,XC60 T5,Suv - Small,2.0,4,AS8,X,Regular Gasoline,9.8,7.6,8.8,202,4040.0,12.76,2552.0,172,3440.0,0,Medium
Volvo,XC60 T5 AWD,Suv - Small,2.5,5,AS6,X,Regular Gasoline,13.0,9.4,11.4,262,5240.0,16.53,3306.0,232,4640.0,0,High
Volvo,XC60 T6  ,Suv - Small,2.0,4,AS8,Z,Premium Gasoline,10.7,7.8,9.4,216,4320.0,13.63,2726.0,186,3720.0,0,Medium
Volvo,XC60 T6 AWD,Suv - Small,3.0,6,AS6,X,Regular Gasoline,13.6,9.9,11.9,274,5480.0,17.26,3452.0,244,4880.0,0,High
Volvo,XC70 3.2 AWD,Suv - Small,3.2,6,AS6,X,Regular Gasoline,13.1,9.1,11.3,260,5200.0,16.39,3278.0,230,4600.0,0,High
Volvo,XC70 T5,Suv - Small,2.0,4,AS8,X,Regular Gasoline,9.8,7.6,8.8,202,4040.0,12.76,2552.0,172,3440.0,0,Medium
Volvo,XC70 T6 AWD,Suv - Small,3.0,6,AS6,X,Regular Gasoline,13.6,9.9,11.9,274,5480.0,17.26,3452.0,244,4880.0,0,High
Acura,ILX,Compact,2.4,4,AM8,Z,Premium Gasoline,9.3,6.6,8.1,189,3780.0,11.74,2348.0,159,3180.0,0,Medium
Acura,MDX SH-AWD,Suv - Small,3.5,6,AS9,Z,Premium Gasoline,12.7,9.1,11.1,254,5080.0,16.1,3220.0,224,4480.0,0,High
Acura,MDX SH-AWD ELITE,Suv - Small,3.5,6,AS9,Z,Premium Gasoline,12.2,9.1,10.7,251,5020.0,15.51,3102.0,221,4420.0,0,High
Acura,RDX AWD,Suv - Small,3.5,6,AS6,Z,Premium Gasoline,12.4,8.6,10.7,249,4980.0,15.51,3102.0,219,4380.0,0,Medium
Acura,RLX,Mid-Size,3.5,6,AS6,Z,Premium Gasoline,11.9,7.7,10.0,235,4700.0,14.5,2900.0,205,4100.0,0,Medium
Acura,RLX HYBRID,Mid-Size,3.5,6,AM7,Z,Premium Gasoline,8.0,7.5,7.7,180,3600.0,11.16,2232.0,150,3000.0,0,Medium
Acura,TLX,Compact,2.4,4,AM8,Z,Premium Gasoline,9.6,6.6,8.3,196,3920.0,12.04,2408.0,166,3320.0,0,Medium
Acura,TLX SH-AWD,Compact,3.5,6,AS9,Z,Premium Gasoline,11.2,7.5,9.6,226,4520.0,13.92,2784.0,196,3920.0,0,Medium
Alfa Romeo,4C,Two-Seater,1.8,4,AM6,Z,Premium Gasoline,9.7,6.9,8.4,197,3940.0,12.18,2436.0,167,3340.0,0,Medium
Aston Martin,DB9 GT,Minicompact,5.9,12,A6,Z,Premium Gasoline,18.0,12.6,15.6,365,7300.0,22.62,4524.0,335,6700.0,0,Very High
Aston Martin,RAPIDE S,Subcompact,6.0,12,A8,Z,Premium Gasoline,16.8,10.9,14.2,332,6640.0,20.59,4118.0,302,6040.0,0,High
Aston Martin,VANQUISH,Minicompact,6.0,12,A8,Z,Premium Gasoline,17.6,11.4,14.8,346,6920.0,21.46,4292.0,316,6320.0,0,High
Aston Martin,V8 VANTAGE,Two-Seater,4.7,8,AM7,Z,Premium Gasoline,17.4,11.3,14.7,343,6860.0,21.32,4264.0,313,6260.0,0,High
Aston Martin,V8 VANTAGE,Two-Seater,4.7,8,M6,Z,Premium Gasoline,18.1,12.3,15.5,362,7240.0,22.48,4496.0,332,6640.0,0,Very High
Aston Martin,VANTAGE GT,Two-Seater,4.7,8,AM7,Z,Premium Gasoline,17.4,11.3,14.7,343,6860.0,21.32,4264.0,313,6260.0,0,High
Aston Martin,VANTAGE GT,Two-Seater,4.7,8,M6,Z,Premium Gasoline,18.1,12.3,15.5,362,7240.0,22.48,4496.0,332,6640.0,0,Very High
Aston Martin,V8 VANTAGE S,Two-Seater,4.7,8,AM7,Z,Premium Gasoline,17.4,11.3,14.7,343,6860.0,21.32,4264.0,313,6260.0,0,High
Aston Martin,V8 VANTAGE S,Two-Seater,4.7,8,M6,Z,Premium Gasoline,18.1,12.3,15.5,362,7240.0,22.48,4496.0,332,6640.0,0,Very High
Aston Martin,V12 VANTAGE S,Two-Seater,6.0,12,AM7,Z,Premium Gasoline,19.5,12.8,16.5,390,7800.0,23.92,4784.0,360,7200.0,0,Very High
Audi,A3,Subcompact,1.8,4,AM6,X,Regular Gasoline,10.0,7.1,8.7,204,4080.0,12.61,2522.0,174,3480.0,0,Medium
Audi,A3 QUATTRO,Subcompact,2.0,4,AM6,X,Regular Gasoline,9.8,7.2,8.6,201,4020.0,12.47,2494.0,171,3420.0,0,Medium
Audi,A3 CABRIOLET QUATTRO,Subcompact,2.0,4,AM6,X,Regular Gasoline,10.1,7.5,8.9,208,4160.0,12.9,2580.0,178,3560.0,0,Medium
Audi,A4,Compact,2.0,4,AV8,Z,Premium Gasoline,9.9,7.6,8.9,212,4240.0,12.9,2580.0,182,3640.0,0,Medium
Audi,A4 QUATTRO,Compact,2.0,4,AS8,Z,Premium Gasoline,11.0,7.8,9.6,224,4480.0,13.92,2784.0,194,3880.0,0,Medium
Audi,A4 QUATTRO,Compact,2.0,4,M6,Z,Premium Gasoline,10.6,7.3,9.1,214,4280.0,13.19,2638.0,184,3680.0,0,Medium
Audi,A4 ALLROAD QUATTRO,Station Wagon - Small,2.0,4,AS8,Z,Premium Gasoline,11.2,8.4,9.9,232,4640.0,14.36,2872.0,202,4040.0,0,Medium
Audi,A5 QUATTRO,Subcompact,2.0,4,AS8,Z,Premium Gasoline,11.0,7.8,9.6,224,4480.0,13.92,2784.0,194,3880.0,0,Medium
Audi,A5 QUATTRO,Subcompact,2.0,4,M6,Z,Premium Gasoline,10.6,7.3,9.1,214,4280.0,13.19,2638.0,184,3680.0,0,Medium
Audi,A5 CABRIOLET QUATTRO,Subcompact,2.0,4,AS8,Z,Premium Gasoline,11.3,8.0,9.8,230,4600.0,14.21,2842.0,200,4000.0,0,Medium
Audi,A6 QUATTRO,Mid-Size,2.0,4,AS8,Z,Premium Gasoline,10.8,7.3,9.2,211,4220.0,13.34,2668.0,181,3620.0,0,Medium
Audi,A6 QUATTRO,Mid-Size,3.0,6,AS8,Z,Premium Gasoline,11.6,7.9,9.9,232,4640.0,14.36,2872.0,202,4040.0,0,Medium
Audi,A6 QUATTRO TDI (modified),Mid-Size,3.0,6,AS8,D,Diesel,9.4,6.2,7.8,213,4260.0,12.48,2496.0,183,3660.0,1,Medium
Audi,A7 QUATTRO,Mid-Size,3.0,6,AS8,Z,Premium Gasoline,11.6,7.9,9.9,232,4640.0,14.36,2872.0,202,4040.0,0,Medium
Audi,A7 QUATTRO TDI (modified),Mid-Size,3.0,6,AS8,D,Diesel,9.4,6.2,7.8,213,4260.0,12.48,2496.0,183,3660.0,1,Medium
Audi,A8 QUATTRO,Mid-Size,3.0,6,AS8,Z,Premium Gasoline,12.6,8.0,10.5,247,4940.0,15.22,3044.0,217,4340.0,0,Medium
Audi,A8 QUATTRO,Mid-Size,4.0,8,AS8,Z,Premium Gasoline,12.9,8.0,10.7,249,4980.0,15.51,3102.0,219,4380.0,0,Medium
Audi,A8 QUATTRO TDI (modified),Mid-Size,3.0,6,AS8,D,Diesel,9.8,6.5,8.4,224,4480.0,13.44,2688.0,194,3880.0,1,Medium
Audi,A8L QUATTRO,Full-Size,4.0,8,AS8,Z,Premium Gasoline,13.1,8.3,10.9,255,5100.0,15.8,3160.0,225,4500.0,0,High
Audi,A8L QUATTRO,Full-Size,6.3,12,AS8,Z,Premium Gasoline,17.8,10.8,14.6,344,6880.0,21.17,4234.0,314,6280.0,0,High
Audi,Q3,Compact,2.0,4,AS6,Z,Premium Gasoline,12.0,8.2,10.3,242,4840.0,14.94,2988.0,212,4240.0,0,Medium
Audi,Q3 QUATTRO,Compact,2.0,4,AS6,Z,Premium Gasoline,11.9,8.4,10.3,240,4800.0,14.94,2988.0,210,4200.0,0,Medium
Audi,Q5 QUATTRO,Suv - Small,2.0,4,AS8,Z,Premium Gasoline,12.0,8.5,10.4,244,4880.0,15.08,3016.0,214,4280.0,0,Medium
Audi,Q5 QUATTRO,Suv - Small,3.0,6,AS8,Z,Premium Gasoline,13.2,9.2,11.4,267,5340.0,16.53,3306.0,237,4740.0,0,High
Audi,Q5 QUATTRO TDI (modified),Suv - Small,3.0,6,AS8,D,Diesel,10.2,7.8,9.0,244,4880.0,14.4,2880.0,214,4280.0,1,Medium
Audi,Q5 HYBRID QUATTRO,Suv - Small,2.0,4,AS8,Z,Premium Gasoline,9.8,7.9,8.9,209,4180.0,12.9,2580.0,179,3580.0,0,Medium
Audi,RS 7 QUATTRO,Mid-Size,4.0,8,AS8,Z,Premium Gasoline,16.6,9.4,13.3,313,6260.0,19.28,3856.0,283,5660.0,0,High
Audi,S3 QUATTRO,Subcompact,2.0,4,AM6,Z,Premium Gasoline,10.1,7.7,9.0,211,4220.0,13.05,2610.0,181,3620.0,0,Medium
Audi,S4 QUATTRO,Compact,3.0,6,AM7,Z,Premium Gasoline,13.0,8.5,11.0,257,5140.0,15.95,3190.0,227,4540.0,0,High
Audi,S4 QUATTRO,Compact,3.0,6,M6,Z,Premium Gasoline,13.8,9.0,11.7,273,5460.0,16.96,3392.0,243,4860.0,0,High
Audi,S5 QUATTRO,Subcompact,3.0,6,AM7,Z,Premium Gasoline,13.0,8.5,11.0,257,5140.0,15.95,3190.0,227,4540.0,0,High
Audi,S5 QUATTRO,Subcompact,3.0,6,M6,Z,Premium Gasoline,13.8,9.0,11.7,273,5460.0,16.96,3392.0,243,4860.0,0,High
Audi,S5 CABRIOLET QUATTRO,Subcompact,3.0,6,AM7,Z,Premium Gasoline,13.3,9.1,11.4,266,5320.0,16.53,3306.0,236,4720.0,0,High
Audi,S6 QUATTRO,Mid-Size,4.0,8,AM7,Z,Premium Gasoline,13.3,8.8,11.3,263,5260.0,16.39,3278.0,233,4660.0,0,High
